DATE       TIME       1._Wind_speed_[ 2._Wind_dir._[d 3._Air_temp._[° 
2018-07-17 09:27:00            3.2795         303.897              17 
2018-07-17 09:27:15            3.2195         309.397              17 
2018-07-17 09:27:30            2.6695        325.3965            17.2 
2018-07-17 09:27:45            2.8495         344.597            17.2 
2018-07-17 09:28:00            2.5395        328.5975            17.2 
2018-07-17 09:28:15            2.5295         353.496            17.4 
2018-07-17 09:28:30            2.9195         357.995            16.8 
2018-07-17 09:28:45            3.2095         345.598            16.8 
2018-07-17 09:29:00            3.4595        347.2975         16.5984 
2018-07-17 09:29:15            3.2295        354.9975         16.4992 
2018-07-17 09:29:30            2.6195           346.5            16.8 
2018-07-17 09:29:45            2.8595        351.7965         16.6992 
2018-07-17 09:30:00            3.0595        344.0965         16.8992 
2018-07-17 09:30:15            2.7395         339.999              17 
2018-07-17 09:30:30            3.1295          1.8975         16.6992 
2018-07-17 09:30:45            2.6695         359.898            16.4 
2018-07-17 09:31:00            2.9195        8.398499         16.4992 
2018-07-17 09:31:15               2.5         356.895         16.5984 
2018-07-17 09:31:30            2.5495         358.897         16.4992 
2018-07-17 09:31:45            2.3495         359.997         16.5984 
2018-07-17 09:32:00            2.0095           5.995         17.2992 
2018-07-17 09:32:15            1.9195           345.4              17 
2018-07-17 09:32:30            2.9695         21.4995            17.2 
2018-07-17 09:32:45            2.6795        348.2985            17.2 
2018-07-17 09:33:00            3.2595        355.1955              17 
2018-07-17 09:33:15            3.2295        358.2975         16.4992 
2018-07-17 09:33:30            3.0495        354.1945         16.6992 
2018-07-17 09:33:45            3.7995        352.8965            16.4 
2018-07-17 09:34:00            3.0195         348.799         16.4992 
2018-07-17 09:34:15            3.3795        343.1945            16.4 
2018-07-17 09:34:30            3.7795         343.398         16.4992 
2018-07-17 09:34:45            3.1795        340.7965         16.8992 
2018-07-17 09:35:00            3.1495             352         16.6992 
2018-07-17 09:35:15            2.3995         346.797         17.0992 
2018-07-17 09:35:30            3.4395        355.0965         16.5984 
2018-07-17 09:35:45            3.1995           0.198         16.6992 
2018-07-17 09:36:00            2.9695           350.9         16.4992 
2018-07-17 09:36:15            2.7795        351.7965            16.8 
2018-07-17 09:36:30            2.4095          9.3995         16.8992 
2018-07-17 09:36:45            3.3295           1.199         16.6992 
2018-07-17 09:37:00            2.8195        349.6955            16.8 
2018-07-17 09:37:15            3.4695        349.5965            17.4 
2018-07-17 09:37:30            3.5395        347.4955         16.5984 
2018-07-17 09:37:45            2.7695         353.397         16.5984 
2018-07-17 09:38:00            2.7795           1.298         16.5984 
2018-07-17 09:38:15            2.4895        358.5945         16.8992 
2018-07-17 09:38:30            2.8095        357.3955            16.8 
2018-07-17 09:38:45            2.6995         355.795         17.0992 
2018-07-17 09:39:00            2.8095           1.595         16.6992 
2018-07-17 09:39:15            2.2795         353.496         16.8992 
2018-07-17 09:39:30            2.4295        337.2985         17.5984 
2018-07-17 09:39:45            3.4995        341.8965            16.8 
2018-07-17 09:40:00            3.3695         346.698            16.8 
2018-07-17 09:40:15            2.2695         356.598         17.2992 
2018-07-17 09:40:30            2.3495           7.095            17.2 
2018-07-17 09:40:45            2.3995          14.597         16.8992 
2018-07-17 09:41:00            1.9295            16.5         16.8992 
2018-07-17 09:41:15            2.3595         28.5945            17.4 
2018-07-17 09:41:30              2.26          18.898         16.8992 
2018-07-17 09:41:45            3.0695          13.695              17 
2018-07-17 09:42:00            2.8295         358.798         17.2992 
2018-07-17 09:42:15              2.26         347.996         17.4992 
2018-07-17 09:42:30            3.2095           349.8              17 
2018-07-17 09:42:45            4.1295         339.097         16.8992 
2018-07-17 09:43:00            2.9395         348.799         16.6992 
2018-07-17 09:43:15            2.7695        338.3985         16.6992 
2018-07-17 09:43:30            2.5995        343.1945            17.2 
2018-07-17 09:43:45            2.5295        349.6955            17.8 
2018-07-17 09:44:00            2.7195         347.798         17.5984 
2018-07-17 09:44:15            2.5395         338.998         17.0992 
2018-07-17 09:44:30            1.8095         353.199         16.8992 
2018-07-17 09:44:45         0.9195001        323.1965            17.2 
2018-07-17 09:45:00            1.1495        349.4975         17.4992 
2018-07-17 09:45:15            1.4095           4.796            17.4 
2018-07-17 09:45:30            1.6195         333.696         17.0992 
2018-07-17 09:45:45            2.5395         355.795         16.8992 
2018-07-17 09:46:00            2.6095           350.9            16.8 
2018-07-17 09:46:15            3.4795        354.9975              17 
2018-07-17 09:46:30            3.2495        352.6985              17 
2018-07-17 09:46:45            3.1095           349.8            16.8 
2018-07-17 09:47:00            2.9595         344.696              17 
2018-07-17 09:47:15            3.0695         344.498         17.0992 
2018-07-17 09:47:30            2.5495        338.6955            16.8 
2018-07-17 09:47:45            2.1295         330.099         16.6992 
2018-07-17 09:48:00            2.4395         320.397         17.0992 
2018-07-17 09:48:15            2.0695        330.7975              17 
2018-07-17 09:48:30            2.3395         317.196         17.0992 
2018-07-17 09:48:45            2.7595        330.8965         17.0992 
2018-07-17 09:49:00            2.2295        332.1945         17.6992 
2018-07-17 09:49:15            2.3095        335.0985         17.2992 
2018-07-17 09:49:30            2.0195        335.1975         17.0992 
2018-07-17 09:49:45            2.1095         313.599         17.0992 
2018-07-17 09:50:00            3.7695         328.196         16.8992 
2018-07-17 09:50:15            3.2095        337.2985         16.8992 
2018-07-17 09:50:30            3.6895        326.6945         16.8992 
2018-07-17 09:50:45            3.4795         355.399         16.6992 
2018-07-17 09:51:00            3.4595         346.896         16.5984 
2018-07-17 09:51:15            2.8795        346.2965         16.5984 
2018-07-17 09:51:30            2.8095         356.895         16.6992 
2018-07-17 09:51:45            2.5195         358.798            16.8 
2018-07-17 09:52:00            2.4295         353.496            16.8 
2018-07-17 09:52:15            2.6495         342.496         16.6992 
2018-07-17 09:52:30              2.25        348.6945         16.8992 
2018-07-17 09:52:45            1.8595        354.8985              17 
2018-07-17 09:53:00            2.2295         358.996         16.8992 
2018-07-17 09:53:15            1.6195           1.298         16.8992 
2018-07-17 09:53:30            1.8595          13.398         17.0992 
2018-07-17 09:53:45            1.4995           7.898         17.0992 
2018-07-17 09:54:00            1.3995          13.398            17.2 
2018-07-17 09:54:15            1.6495          2.9975              17 
2018-07-17 09:54:30            1.9095          0.8965         17.0992 
2018-07-17 09:54:45            2.1795         341.495            17.2 
2018-07-17 09:55:00            1.6695        355.8995         17.0992 
2018-07-17 09:55:15         0.9695001         334.499            17.4 
2018-07-17 09:55:30            1.2595          39.699         17.4992 
2018-07-17 09:55:45            0.8895        332.0955         17.4992 
2018-07-17 09:56:00            1.0695         330.198            17.4 
2018-07-17 09:56:15            0.4495         317.295         17.6992 
2018-07-17 09:56:30            0.7195           355.3         17.6992 
2018-07-17 09:56:45            1.7595         320.298         17.4992 
2018-07-17 09:57:00            3.7895        343.7995         17.0992 
2018-07-17 09:57:15            3.3795         352.495              17 
2018-07-17 09:57:30            3.0495         349.899              17 
2018-07-17 09:57:45            3.3495        343.9975            17.2 
2018-07-17 09:58:00            2.7895        347.5945         17.2992 
2018-07-17 09:58:15            2.6395        347.1985         17.0992 
2018-07-17 09:58:30            2.3995        337.6945            17.2 
2018-07-17 09:58:45            2.1395        341.7975         17.0992 
2018-07-17 09:59:00            3.2095         339.295         17.2992 
2018-07-17 09:59:15            1.9895        354.8985            17.4 
2018-07-17 09:59:30            1.4495          4.1965            17.2 
2018-07-17 09:59:45            2.3895        339.7955         17.4992 
2018-07-17 10:00:00            2.2395        343.8985            17.2 
2018-07-17 10:00:15            1.9795         345.697         17.2992 
2018-07-17 10:00:30            1.1095         345.697         17.4992 
2018-07-17 10:00:45            1.3495          1.0945         17.2992 
2018-07-17 10:01:00            1.1695          0.8965         17.2992 
2018-07-17 10:01:15            1.3995          8.7945         17.6992 
2018-07-17 10:01:30            1.7795         10.8955         17.2992 
2018-07-17 10:01:45            1.9095        359.6945            17.4 
2018-07-17 10:02:00            1.5795         19.2995            17.4 
2018-07-17 10:02:15            0.3895           333.3            18.2 
2018-07-17 10:02:30            2.8495         310.299            18.4 
2018-07-17 10:02:45            2.1795        323.0975         17.4992 
2018-07-17 10:03:00            2.0795        318.6975         17.8992 
2018-07-17 10:03:15            2.9295         349.899            17.4 
2018-07-17 10:03:30            2.8795         357.599         17.2992 
2018-07-17 10:03:45              2.26           357.5         17.0992 
2018-07-17 10:04:00            1.9095         355.597            17.4 
2018-07-17 10:04:15            2.5095         349.899            18.2 
2018-07-17 10:04:30            2.8895           345.4            17.2 
2018-07-17 10:04:45            3.2795        359.6945            17.2 
2018-07-17 10:05:00            3.1795        356.2955            17.8 
2018-07-17 10:05:15            2.6195          0.8965            17.2 
2018-07-17 10:05:30            3.0495           2.398            17.2 
2018-07-17 10:05:45            2.7695         356.598         17.2992 
2018-07-17 10:06:00              2.26         352.396            17.4 
2018-07-17 10:06:15            2.1895           349.8            17.4 
2018-07-17 10:06:30            3.5995        330.7975         17.5984 
2018-07-17 10:06:45            2.3795        347.2975            17.4 
2018-07-17 10:07:00            2.8995         356.895            17.2 
2018-07-17 10:07:15            2.3995        351.6975         17.2992 
2018-07-17 10:07:30            2.5095        359.6945            17.4 
2018-07-17 10:07:45            1.6695           1.397            17.4 
2018-07-17 10:08:00              2.26           6.798         17.4992 
2018-07-17 10:08:15            1.9295          0.6985         17.4992 
2018-07-17 10:08:30            2.7795           8.998            17.4 
2018-07-17 10:08:45            2.7595         12.8975         17.2992 
2018-07-17 10:09:00            1.9795          4.9995         17.5984 
2018-07-17 10:09:15            1.8195        358.3965              18 
2018-07-17 10:09:30            1.7895           6.798         17.4992 
2018-07-17 10:09:45            1.6795            20.9         17.5984 
2018-07-17 10:10:00            2.3795              11         17.5984 
2018-07-17 10:10:15            2.2395          16.896         17.2992 
2018-07-17 10:10:30            1.7395            24.2         17.4992 
2018-07-17 10:10:45            1.5495          17.798         17.4992 
2018-07-17 10:11:00            2.2695          15.895         17.5984 
2018-07-17 10:11:15            1.5695        357.0985         17.6992 
2018-07-17 10:11:30            1.7895          11.198         17.5984 
2018-07-17 10:11:45            3.6195         342.595         17.5984 
2018-07-17 10:12:00            2.7295         346.599         17.6992 
2018-07-17 10:12:15            2.5995        336.2975         17.2992 
2018-07-17 10:12:30            1.9795         336.897         17.4992 
2018-07-17 10:12:45            2.4695         337.997         17.5984 
2018-07-17 10:13:00              2.25        331.7985         17.5984 
2018-07-17 10:13:15            2.6595           338.8         17.8992 
2018-07-17 10:13:30            2.8895        337.1995         17.8992 
2018-07-17 10:13:45            1.8895        347.4955         18.6992 
2018-07-17 10:14:00            3.0095         13.8985         17.6992 
2018-07-17 10:14:15            3.0895           4.598         17.6992 
2018-07-17 10:14:30            3.4295         14.0965         17.4992 
2018-07-17 10:14:45            2.7695          23.496         17.4992 
2018-07-17 10:15:00            3.1395          6.0995         17.5984 
2018-07-17 10:15:15            2.3295        348.6945         17.6992 
2018-07-17 10:15:30            3.0295          10.098         18.4992 
2018-07-17 10:15:45            2.1395         347.798            17.8 
2018-07-17 10:16:00            1.7295        335.2965         17.6992 
2018-07-17 10:16:15            2.8295        349.4975         17.8992 
2018-07-17 10:16:30            2.5095         356.796         17.5984 
2018-07-17 10:16:45            2.5995        344.8995         17.5984 
2018-07-17 10:17:00            2.8895           339.9         17.5984 
2018-07-17 10:17:15            2.1095           345.4         17.8992 
2018-07-17 10:17:30            1.5095        347.3965            17.8 
2018-07-17 10:17:45            1.2795           5.698              18 
2018-07-17 10:18:00            1.0595         13.0955         17.8992 
2018-07-17 10:18:15              0.61          24.299            18.2 
2018-07-17 10:18:30            1.5895         334.796         17.8992 
2018-07-17 10:18:45            1.9795          7.5955              18 
